Value of x  ,  Value of y  
-0.732707 , 2.28416
0.959076 , 1.76891
0.995676 , 0.767837
0.689596 , -0.651163
2.01029 , 0.975507
-0.850422 , 0.166846
0.422135 , 1.34009
0.0374653 , 0.592417
2.84435 , 1.61827
2.09089 , 1.43716
1.42589 , -0.393055
0.940859 , 0.999426
2.38664 , -0.570307
-0.725742 , 1.70081
0.67486 , 1.20822
0.461968 , 0.29632
-0.192076 , -0.750087
1.44991 , 0.729972
0.900169 , 0.40465
3.41758 , 1.34527
0.531328 , 0.771856
2.05159 , 1.03668
0.904801 , 1.1123
0.752022 , 0.592962
2.02907 , 1.16297
-1.01167 , 1.13357
1.58742 , 1.09064
2.40104 , -0.0524222
1.67971 , 1.13393
2.2986 , -0.513706
1.64405 , -0.273843
1.65807 , 1.37767
1.03752 , 1.62032
3.16695 , 0.207559
1.87501 , 1.00626
0.933649 , 1.26843
1.86924 , 1.3121
0.903009 , 1.05827
0.237969 , 1.62289
2.76804 , 1.1208
-0.144571 , 1.85918
1.40739 , 3.0718
0.601111 , -0.106787
1.47313 , 0.705627
1.97118 , 0.7976
-0.469467 , 1.03433
-0.308758 , 0.507853
1.5357 , 0.578436
2.86902 , 2.03188
1.26897 , 1.44831
0.454891 , 1.73101
1.81081 , 0.526439
2.04928 , 0.630042
1.14966 , 2.16386
0.320264 , -1.67586
-0.107395 , 1.9238
0.437757 , 2.06003
0.134287 , 0.694173
1.97966 , -0.746139
1.52647 , -0.975358
0.380016 , 1.72235
0.944264 , 0.303431
1.50947 , 1.26007
0.747092 , -0.293117
-0.311126 , -0.669592
0.35328 , -0.0871868
-0.152867 , -0.147065
-0.216007 , 1.7099
0.123839 , 0.660412
-0.59889 , 1.98017
0.900673 , 1.10953
1.64539 , 0.862109
1.27664 , 0.342912
0.959719 , 2.56395
1.94991 , 0.492253
0.56864 , 0.912637
1.78094 , 0.876166
1.80584 , 0.278293
1.26149 , 0.269626
1.17889 , 1.99049
2.06565 , 1.83649
0.247334 , 1.76493
1.95204 , 3.70819
0.00987482 , 2.49024
0.310319 , -0.791134
-0.708547 , 2.61139
2.09531 , 1.01255
1.40601 , 2.84358
2.29735 , 1.04646
0.818613 , 2.10304
1.6848 , 0.775134
-0.0926868 , 2.03536
1.15696 , 1.60422
1.52552 , 0.42597
2.31115 , 1.15835
-0.614627 , 0.161726
1.99663 , 2.53317
-0.0747123 , 0.70962
1.58579 , 0.72795
1.90041 , 1.98271
1.33919 , 0.638985
1.61334 , 2.50539
1.05108 , 1.9853
0.807384 , -0.0728863
1.59559 , 0.503571
-0.329255 , 2.10227
1.60916 , 0.295575
1.18151 , 0.626768
1.93051 , -0.692461
2.12297 , 1.81045
0.302499 , 2.36876
2.13753 , 1.06326
-0.0259137 , 1.37369
1.05803 , 0.297888
1.73577 , 1.64383
-0.459399 , -0.729013
0.997225 , 1.77302
0.835493 , 1.3315
-0.0736077 , 0.631295
1.06244 , 1.09832
3.5815 , 0.223861
1.78927 , 1.62527
1.31265 , 0.715739
0.896721 , 2.83431
2.39332 , 1.97751
0.28863 , -0.191948
1.96462 , -0.0711218
-2.56652 , -0.364374
1.98835 , 1.09326
1.39526 , 0.608386
0.925 , 1.96882
-0.444388 , 1.87261
0.921982 , 0.845745
1.15447 , 2.15033
3.02707 , 3.25119
0.640466 , 1.61711
1.09641 , 2.58195
1.45033 , -0.352893
0.858172 , 1.65564
0.879195 , 0.055829
1.59852 , -0.474061
2.26256 , 0.958539
2.10723 , 1.62499
1.83045 , -0.219639
1.07585 , 1.59528
0.78076 , 0.970701
2.90065 , 1.44742
1.50618 , 0.669425
2.54077 , -0.659218
2.87493 , -0.289034
1.35775 , -1.10194
1.33061 , 2.15619
2.51505 , -0.485742
0.991469 , -0.807639
1.16436 , 0.503046
-0.558995 , 1.19615
1.43253 , 0.715136
1.44938 , 1.07497
-0.225553 , 1.99738
0.876399 , 1.15456
0.473082 , 1.22414
1.52522 , -0.203599
1.4813 , 0.319394
1.30116 , 2.65635
0.570534 , 0.28484
1.17204 , 1.8915
1.04986 , 0.193845
0.588027 , 0.58062
-0.0286928 , 0.750708
2.15537 , 2.3125
3.07927 , -0.213696
1.24977 , 1.85466
0.853402 , 1.11492
1.51918 , 0.402265
1.94796 , 1.37997
0.384376 , 1.13982
2.27623 , 1.43659
0.75811 , 0.361152
1.17714 , 1.30647
0.834265 , -0.0537834
1.2334 , -0.12507
0.450879 , 0.569437
1.70062 , 1.54914
2.90158 , 0.295026
1.63744 , 2.20649
-0.52551 , 0.565386
0.403436 , 1.86039
1.72034 , 0.715806
0.273793 , 2.66711
2.03534 , 1.68153
1.73041 , 2.12028
1.30779 , 1.11491
1.68381 , 0.836941
2.43591 , 1.01372
1.06361 , 1.6286
2.38368 , 0.207013
2.58344 , 0.200273
2.11083 , 0.455353
1.33528 , 0.551563
0.838828 , 0.632983
-0.143987 , -0.69988
1.69567 , 0.739008
0.330073 , 1.33008
0.97914 , 1.256
0.088488 , -1.21566
0.351671 , -0.424291
-0.231529 , 1.50858
0.723062 , 1.56777
0.379908 , 0.222302
-0.98645 , 0.598734
0.558439 , 0.746383
3.06642 , 0.950819
2.86032 , 2.21942
1.72221 , 1.48701
0.63258 , 1.60724
1.11851 , 2.74668
0.458747 , 0.649518
-0.300796 , 0.69626
3.26757 , 0.833324
-0.287595 , 2.21535
2.68747 , 2.56281
1.6064 , 1.44069
1.43186 , -0.12913
0.0743911 , 1.7192
0.859745 , 1.95594
0.955705 , 0.315399
1.79953 , 1.6585
1.43155 , 0.811775
0.882146 , 2.41519
-0.571123 , 1.69458
0.310759 , 1.00782
1.60958 , -0.401842
1.90928 , 0.0925893
1.67039 , 0.721861
1.58453 , 1.41997
0.126526 , 0.959105
1.42885 , 0.808914
-0.205076 , 0.499756
-0.311161 , 0.615548
0.317577 , 2.89619
0.812773 , -0.567873
-0.530444 , -0.737942
1.11333 , 1.9851
0.523228 , 1.52294
0.895194 , -0.702166
0.718107 , 0.326481
1.02297 , -0.729281
0.283718 , -0.208895
1.1932 , -0.641952
2.19833 , -0.962727
0.503007 , 0.10774
0.849072 , 2.64738
-1.11978 , 1.41161
-0.0996169 , 1.15035
-0.513925 , 2.2702
1.9778 , 1.59178
2.12435 , 0.0261708
3.76394 , -0.149169
0.643713 , 0.280802
1.80045 , 0.598745
1.8733 , 1.73766
0.122484 , 1.857
2.37026 , 1.30802
1.49195 , 0.725426
0.127159 , 2.13866
-0.00762308 , 0.291476
1.2919 , 1.04042
0.825084 , 0.857827
1.14532 , 1.25591
2.05346 , 0.88487
0.469232 , 1.65728
1.10777 , 2.48572
0.481678 , 1.88202
0.136923 , 1.44311
1.83912 , 0.798051
0.327201 , 2.70087
1.10816 , 0.461023
2.48928 , 0.571248
1.21819 , 1.78889
2.39952 , 0.945574
0.875433 , 0.573517
0.662799 , 1.70046
2.12308 , 1.40398
1.90925 , 1.97278
1.31896 , 1.40529
0.250058 , 2.70091
0.485414 , 1.75186
0.426278 , -0.409112
-0.0499755 , 0.601831
1.15275 , -0.507091
1.17655 , -0.000682235
-0.199212 , 0.135433
2.44413 , -1.27303
0.577013 , 0.496926
1.95568 , 2.35708
1.21764 , 1.91573
1.71586 , -0.75766
2.36422 , -0.471028
0.315123 , 0.922342
2.05216 , 0.8683
1.59153 , 0.486167
-0.436387 , 0.364986
-1.10599 , 1.23865
1.35315 , 1.60909
1.3153 , 1.1284
2.7957 , 2.09464
1.23931 , 0.831236
1.9499 , 1.05786
1.15031 , 0.243123
1.87685 , 2.97083
2.14352 , -1.58637
0.804643 , 0.863557
0.943674 , 1.82984
0.525313 , 2.6795
0.278631 , 2.04641
1.55331 , -0.0837116
0.959761 , 1.86187
-1.31028 , 0.506864
0.504324 , 2.05675
-0.358054 , 3.42811
-0.971434 , 1.79943
1.52115 , 1.59779
0.894917 , -0.503163
1.23094 , 2.43683
2.05989 , 1.4898
-1.07848 , 0.501937
1.95399 , 2.05503
1.58959 , 1.17136
0.964356 , 1.35572
1.92238 , -0.0012871
1.08828 , 0.288262
1.98838 , 0.504287
1.69522 , 0.656588
2.62494 , -1.10525
0.0728365 , 1.10269
0.423414 , 0.443906
2.81262 , 1.32934
2.75121 , 0.0864583
-0.482451 , 1.64818
3.51528 , 0.789367
1.27018 , 1.03147
0.328603 , 1.94151
1.01501 , 0.844954
0.919658 , 1.57872
0.138996 , -0.53466
1.70738 , 3.32423
0.107077 , 1.72807
-0.728304 , 0.859313
-1.12062 , 1.36871
0.255116 , 0.793777
1.33964 , 2.9425
2.06049 , 1.05665
0.485207 , 0.336365
0.34198 , 2.01585
-0.110094 , 0.562459
1.42035 , 0.725246
-0.189278 , 0.153797
-0.394594 , 0.813324
-0.732156 , 1.81345
1.43504 , 1.59261
1.01944 , 0.87876
0.9228 , -0.701822
-0.910018 , 2.09362
1.26401 , 1.74296
-0.705051 , 1.14178
-1.73629 , 1.12144
1.89114 , 2.10942
0.58014 , 1.74089
0.185534 , 0.725786
1.16812 , -0.923741
1.3542 , 1.36401
1.93173 , 1.20457
1.24667 , 0.453691
1.4628 , -0.638725
0.104492 , 0.953379
0.0619144 , 1.19435
2.71955 , 0.865918
-0.0576941 , 0.633315
-0.799251 , -0.328705
1.77309 , 1.16435
1.21936 , -0.457267
0.341338 , 3.04722
-1.09559 , 2.21244
1.05667 , 1.0539
1.82707 , 1.8193
-1.0001 , -0.666839
1.20314 , 1.41558
0.891503 , 2.33179
1.03301 , -0.479961
-0.271545 , 2.02647
1.83082 , 2.68709
0.188258 , 0.983626
0.997251 , 1.21122
-0.445753 , 1.15895
2.59255 , 1.91463
0.468075 , 1.26432
1.03399 , 1.63134
1.37233 , -0.734721
2.77853 , 1.29886
1.41791 , 0.935267
-0.636831 , -1.33754
3.02565 , 1.59387
1.69389 , -0.340154
0.00930935 , 1.76051
1.9438 , 1.88421
1.56063 , 1.89612
1.19161 , 1.29835
-1.0371 , 0.28636
1.73438 , -1.82901
0.168784 , 2.57658
0.710716 , 0.364471
1.05227 , 0.862874
2.27389 , 2.42358
0.914337 , 0.0876871
0.44876 , 1.28369
-0.06698 , 1.84816
0.867973 , 0.996146
0.395635 , 2.49121
0.8501 , 0.794048
1.0581 , 1.43456
-1.55779 , 1.79981
-0.902556 , 1.98186
1.39432 , 2.56218
0.644118 , 1.59614
1.85618 , 0.967864
2.35906 , -0.665571
1.70773 , 2.71345
0.321277 , 1.23972
0.370307 , -0.99161
-1.01218 , 0.386173
1.72914 , 1.54581
1.61768 , 1.45998
2.8331 , 0.24844
0.907594 , 0.63832
1.88545 , 0.300955
2.09172 , 1.45681
0.158755 , 1.73561
0.937525 , 1.05334
0.318435 , 1.35981
1.09696 , -0.444893
0.92841 , 1.22025
1.44475 , 2.89188
-0.131957 , -0.863647
-0.15752 , 2.98629
0.329398 , -0.573147
-0.798069 , -0.218392
2.22675 , 1.05281
0.875426 , 2.10981
0.365889 , 0.640696
0.996764 , -1.15623
0.723431 , 1.06996
0.779046 , 0.763189
-0.118723 , 2.17448
-0.18723 , 2.32372
1.30259 , 1.75889
0.78377 , 0.356047
0.323627 , 1.8301
2.23198 , 2.07609
1.60599 , 0.140982
1.53578 , 0.359208
-0.648383 , 3.32366
-0.57649 , 0.923513
-0.181495 , 0.637209
3.31321 , 0.91349
0.303016 , 1.50628
2.07996 , 1.0642
1.22071 , 0.749874
-0.975155 , 1.15482
2.22166 , 0.528703
1.19832 , 1.95386
1.76473 , 2.69464
1.94297 , 0.40978
1.97307 , 1.20483
0.971437 , 1.73787
0.952962 , 1.67329
0.90106 , 2.90528
0.21725 , 2.88261
0.587581 , 0.623524
0.746554 , 0.901618
1.63455 , 1.46786
0.552785 , 1.68466
1.13686 , 2.1804
1.37483 , 0.418336
2.77831 , 3.22626
-0.662709 , -0.892117
-0.675762 , 2.19697
-0.0307584 , -0.0770321
1.31013 , -1.53223
-0.160619 , 2.37058
2.5159 , -0.702811
1.23255 , 1.01083
0.505807 , 1.89166
-0.372788 , 0.159062
1.15344 , 1.01414
-0.489342 , 1.18664
0.887959 , 1.4865
1.18863 , 1.50555
1.02069 , 0.0829201
-0.35739 , 2.35333
0.638086 , 1.51979
3.27503 , 2.48124
1.67459 , 1.02978
2.64126 , 1.23998
1.32625 , 1.18851
1.87163 , -0.81385
2.88514 , 2.4722
1.18383 , 1.1501
0.43866 , 0.679037
1.72875 , 1.73397
0.103145 , 0.311002
2.06177 , 1.2048
0.497944 , 0.196018
1.43475 , 1.62151
1.25644 , 1.51697
1.5567 , 1.19296
0.317109 , 2.8211
-0.0869287 , 0.478698
0.540195 , -0.523203
1.30928 , -0.225509
3.41299 , -0.151176
1.81275 , 1.86637
0.940418 , 1.6147
0.871987 , 0.951177
1.03107 , 1.61159
0.472339 , 1.54738
1.52623 , 2.0132
2.04098 , 1.28776
0.738447 , -0.843066
-0.278619 , 1.91792
1.9503 , 2.37446
1.24128 , 0.833476
2.87244 , 0.86245
0.268919 , -0.544118
1.53187 , 0.861921
-0.0808146 , 0.768704
1.46768 , -0.0744532
1.50798 , 0.306313
1.79475 , 1.28823
-0.599746 , 1.22388
0.39096 , 1.0314
0.0168161 , 1.59731
0.819766 , 0.732089
1.71169 , -0.717749
-0.492871 , 1.15504
1.56626 , 0.0512928
0.505168 , 1.57779
1.30339 , 2.02606
0.532355 , -0.18772
3.01962 , 0.208722
0.666976 , -0.199035
2.41655 , 2.11048
-0.584445 , 1.57248
1.23435 , 2.13857
1.28595 , 1.21228
-0.877684 , 2.20484
1.37262 , 1.07678
-0.815298 , 2.52837
-0.0830332 , -1.29675
1.76882 , 0.968351
1.23916 , -0.526927
0.967064 , 1.82861
0.778631 , -0.0142031
-0.366874 , -0.390003
-0.846813 , 0.0313087
1.01653 , 0.542978
2.33026 , 2.59167
3.28699 , 0.971106
0.9603 , 0.760087
0.291695 , 0.819339
3.41207 , 0.620793
2.65379 , -1.11232
-1.06864 , 1.69038
0.225529 , 1.5028
0.862702 , 0.924712
2.78892 , 2.527
-0.297873 , 1.93967
0.730837 , 1.80351
0.193372 , 2.5652
0.645376 , 0.978428
0.220878 , 1.24663
1.474 , 1.83349
0.714716 , 0.478682
-0.384896 , 1.86154
3.0032 , 0.218789
-1.01267 , 1.79557
2.85415 , -0.271912
1.57942 , 0.475132
1.94329 , 0.662021
-0.632175 , -0.323795
2.03062 , 0.67497
0.728718 , 0.829691
1.54721 , 2.58564
1.18062 , 1.42924
-0.0698493 , -0.0223142
0.705703 , 0.197332
1.19011 , -1.23344
-0.268382 , 0.460484
1.70081 , 0.119678
1.06842 , 0.0732225
2.48894 , -0.538489
-0.769567 , -1.91713
-1.12604 , 1.01659
-0.375072 , 0.0463781
0.519104 , -0.032269
1.87541 , 0.858778
-1.60428 , 0.587699
-1.33883 , -0.230295
0.502156 , 2.35097
1.14245 , 1.85274
0.540504 , 1.35775
0.584818 , 1.71175
1.44097 , 1.10265
-0.40117 , 0.7573
0.155623 , 1.08399
1.51746 , 0.862406
0.235774 , -0.215417
0.22649 , -0.188985
1.82319 , 2.12448
1.46055 , 1.69285
1.22468 , 0.775784
0.207835 , -0.0729245
2.93194 , 0.260037
1.51086 , 1.1839
0.733568 , 1.43591
-0.694056 , 0.701197
-0.308802 , -0.298161
1.2837 , 1.49342
0.929916 , 0.231997
0.56157 , 1.36749
0.481407 , 1.93351
1.06222 , 0.367281
2.58268 , 0.0210424
1.35591 , 0.0278541
1.4398 , 1.33931
-0.479806 , 1.13757
0.582837 , 0.476535
-0.347226 , 0.902475
0.374192 , 0.929032
1.6494 , 0.848394
2.90373 , 1.274
1.28554 , 0.708012
1.05018 , 1.24412
2.3786 , 0.988046
1.52354 , 0.988532
-1.60079 , 3.17368
-0.307124 , -0.0873954
-0.892654 , 1.25481
2.08517 , 1.06514
1.15477 , 0.611721
1.00748 , 1.74561
0.277223 , 0.619272
1.20453 , 1.17761
1.847 , 1.52699
1.35618 , 0.948056
1.19426 , 1.44603
-1.1744 , 0.986612
0.321274 , -0.792999
-0.271691 , -1.98967
1.49011 , 1.43917
1.26204 , 0.693404
-0.136871 , 2.19951
2.25106 , 1.82157
1.81305 , 0.094853
1.27637 , 2.07215
3.26194 , -0.848235
2.50512 , -0.0394285
-0.00524461 , 1.47681
1.32109 , 1.37297
1.2892 , -0.121177
0.557397 , -1.09521
0.870196 , 1.35591
1.42231 , 0.551356
2.36283 , 1.66674
0.771095 , 0.508293
1.44724 , 2.18602
0.321891 , 0.0689467
1.48452 , 1.95673
2.32072 , -0.166461
0.565857 , 1.51303
2.64045 , 1.78264
2.27443 , 2.57309
0.870183 , 1.56896
1.42733 , -0.340222
0.19163 , 0.673696
2.19674 , 0.714448
0.771366 , -0.0840172
-1.39719 , 1.12961
-0.988867 , 0.71802
0.64562 , 1.7092
-1.09143 , 1.26249
2.26603 , 0.101186
2.16375 , -1.36189
1.32071 , 1.15551
-0.393721 , 3.62045
0.649582 , 1.87324
0.994507 , 1.69324
0.271005 , 1.19691
0.756455 , 1.47759
0.385319 , 0.883228
0.240332 , 0.297617
-1.36031 , 2.07355
2.44535 , 1.84191
1.02492 , 0.567915
1.02248 , 2.12581
1.25144 , -0.534542
1.38922 , 0.0769555
1.27006 , 0.656375
1.44036 , 0.179289
2.21928 , 0.501059
-0.080313 , 0.178767
-0.248728 , 1.96602
-0.452847 , 0.139377
-0.514905 , 1.40901
0.563242 , 0.949087
2.13532 , 2.31501
3.17104 , -0.302561
1.85741 , 0.368344
1.40489 , 2.30021
0.608641 , 2.95089
1.56957 , 0.644117
1.62774 , 0.768914
0.796362 , -0.436316
0.0304495 , 0.326922
1.75684 , -0.101381
1.20548 , 0.746711
-1.16191 , 0.364515
1.80221 , 1.20229
-0.561409 , 1.01195
0.171607 , 2.6419
0.152642 , 0.415223
0.825719 , 0.303814
0.687444 , 2.07006
-0.58596 , 0.325391
-0.231124 , 0.967998
1.4992 , 1.8234
1.6411 , 1.84762
2.59544 , 1.21
-0.0701849 , -0.199059
0.358065 , 2.54876
1.33478 , 0.663334
-0.422419 , 0.456155
0.178307 , 1.03798
1.69741 , 0.400376
0.709515 , 1.00739
0.715528 , 1.15942
0.497544 , 1.90002
0.216827 , 0.0914414
0.186984 , 0.467117
-0.847095 , 1.86613
0.114514 , 0.403713
-0.447025 , 0.614589
2.07487 , -0.117862
1.67583 , 0.995184
1.04975 , 1.58837
2.18247 , -0.0788684
0.945234 , 1.49746
2.31896 , -1.08826
-0.581394 , 1.0963
-0.232558 , -1.11411
1.63605 , 1.60192
2.16037 , 0.678488
2.41631 , 0.0273335
0.0428039 , -1.1621
2.63952 , -0.0202119
1.28947 , 0.778071
0.706464 , 1.78302
0.137638 , 0.297448
1.79767 , -0.142173
0.636947 , 0.343419
1.25285 , 0.312848
1.77437 , 1.24818
1.86082 , 1.74999
0.859933 , 1.83225
1.35415 , 0.493798
0.316584 , 0.111549
1.02247 , 1.68444
2.6005 , -0.526382
0.772973 , 1.00322
0.76219 , 1.44895
-0.629189 , 1.49484
1.18214 , 1.49822
2.68208 , 3.13817
1.19086 , 0.925814
-0.558719 , 0.160853
4.08989 , 2.71207
0.875528 , 2.04479
-0.27214 , 2.98003
1.77093 , 1.51416
1.25599 , 2.16564
0.429669 , 1.66344
2.13205 , 1.0356
1.39618 , 0.35678
0.801673 , 1.12399
2.61337 , 1.79973
-0.276729 , 2.04219
1.74403 , 1.18174
2.86527 , 1.82246
1.19984 , 1.52763
1.25768 , 0.0668615
2.33588 , 1.85792
2.02353 , 0.213715
0.992967 , 1.24625
0.202301 , 0.688474
1.01346 , 2.24362
0.383924 , 3.56395
3.39548 , 1.70118
-0.0452158 , -0.208798
0.0794329 , 1.32412
0.889052 , 1.14646
1.24257 , 2.05133
1.4653 , 0.557956
0.01991 , 1.74266
-0.013379 , 0.958884
1.50928 , 1.10359
0.255931 , 1.10216
0.0433947 , 0.739033
1.60266 , 0.582467
0.115488 , -0.0496628
2.27719 , 0.997938
-0.144421 , 0.722086
2.12805 , -0.634898
1.39606 , 2.10958
1.58338 , 2.0798
0.387219 , 1.52648
0.58387 , 0.29121
-0.30416 , -0.444011
2.93924 , 0.927208
2.58697 , 1.3399
1.71261 , 1.8216
0.878395 , 0.558152
1.19496 , -0.396636
1.23607 , 1.77707
0.353663 , 0.448957
0.366373 , 1.76994
0.623261 , 0.832834
1.35305 , 1.67955
-0.365269 , -0.39541
2.91638 , 1.44521
3.02435 , 1.10059
-0.487329 , -0.087316
1.2025 , 1.11609
1.77161 , 0.577211
1.10679 , 1.14972
1.10578 , -1.07304
0.0403023 , 0.218536
-1.25127 , 0.802883
0.186017 , 0.848742
1.64308 , 1.62432
0.514362 , 0.144428
1.99947 , -0.0607806
1.4133 , 0.893149
1.9248 , 0.340716
1.64716 , 1.75502
-0.0422233 , 2.46014
1.24006 , -0.542774
-0.121614 , 0.977629
1.72509 , -0.192468
1.26056 , 1.82628
1.01527 , 1.3341
-0.571481 , 2.4522
0.657653 , -0.213312
0.236473 , 2.53309
-1.02088 , 1.49068
1.98714 , 1.51098
-0.251309 , 2.82835
0.146727 , -0.771155
1.21523 , 2.21018
-0.0930361 , 2.01
0.855549 , 1.38145
2.19948 , 0.842022
0.472193 , 0.818003
-1.26233 , -0.0386112
0.861185 , 1.07602
1.52983 , 1.61883
0.734625 , -0.341585
-0.177637 , -1.10129
0.638728 , 1.95691
1.71038 , 0.113118
1.85313 , 0.429238
1.19583 , 0.953209
0.714803 , 1.71298
0.160507 , -0.404503
-0.0365444 , 0.80909
3.23751 , 1.53553
1.67937 , 1.3399
0.653949 , 1.57507
0.952415 , 0.396954
1.28669 , 1.56534
0.571704 , 0.423708
-0.597457 , 1.81791
1.42027 , 1.43002
0.622523 , 1.75828
1.35851 , 0.831164
-0.321522 , 1.44901
1.92692 , 1.18368
0.729466 , 1.00471
1.12058 , 1.93985
0.502451 , 1.53548
2.12826 , 1.67256
2.11604 , 0.949758
1.16098 , 0.0832759
1.32632 , 1.92509
2.39188 , 1.93636
1.94893 , 1.05855
0.821068 , -0.463976
-0.592404 , -0.575926
1.09587 , 3.14503
0.235125 , 2.52305
0.0206002 , 0.130027
0.584862 , 0.266146
-0.0814607 , -0.0847033
1.38976 , 1.95799
0.615295 , 1.44316
1.94138 , 3.99535
0.923628 , 0.164689
1.25458 , 0.279706
1.40722 , 0.864544
1.45788 , 1.6971
1.29535 , 0.759411
0.783234 , 0.887141
2.93349 , 2.42457
0.406884 , 0.130957
-0.603055 , 1.55988
-0.804272 , 1.75283
0.862542 , 0.197187
0.55754 , 0.824641
3.19349 , 1.34395
0.302156 , -0.613264
2.29123 , -0.553974
2.2512 , -0.404579
-0.486148 , 1.05775
1.32097 , -0.742553
1.35022 , 0.551251
1.77315 , 1.47835
1.83597 , 0.778004
1.73086 , 0.0475116
1.42272 , 1.08634
-0.236361 , 0.585606
0.997053 , 2.71945
0.58074 , 0.125324
0.108475 , 1.88717
0.815267 , 2.01767
-0.0448186 , 0.290588
1.44887 , 2.47692
2.14572 , -0.789708
1.90147 , 0.84906
1.05012 , 1.36853
0.396669 , -0.616035
-0.247327 , 0.516643
1.96644 , 0.720158
2.47452 , 1.26736
0.270225 , -0.531697
0.0468436 , 2.01708
-1.16463 , 2.44932
0.876713 , 2.15172
-0.97663 , 2.65871
1.61123 , 1.21582
2.08578 , 1.01341
-1.33049 , -0.0918741
1.78121 , 0.605044
-1.0193 , 0.474371
1.17344 , 1.10368
1.37737 , 0.400536
-0.0169936 , 1.30337
1.0375 , 1.83717
-0.385335 , 0.762202
2.48921 , 2.32372
0.229776 , -1.63302
2.69464 , -0.0183824
0.193803 , 1.06403
1.90278 , 0.978535
1.1664 , 1.21104
1.43322 , 0.300577
-0.340003 , 2.25704
2.0213 , -0.138661
0.605359 , 0.531615
0.520971 , 1.79929
1.97444 , 0.264687
2.52249 , 1.74215
1.59179 , 2.11865
-0.103673 , 1.19754
0.591112 , 0.298586
0.739225 , 0.330772
-0.265535 , 0.351494
1.3856 , 0.313905
-1.79068 , 0.232689
1.25913 , 0.636785
0.0985178 , 0.0981593
1.31069 , 2.49251
0.0439837 , -0.033581
0.862671 , 1.51794
0.212415 , 1.03922
1.22431 , -1.23428
1.40542 , 1.92775
0.43889 , 2.93407
1.56414 , 1.24475
0.614758 , 1.10572
2.38585 , 0.897765
1.24386 , 1.90831
0.212851 , 1.14131
1.86596 , 0.637703
1.84606 , 1.49353
-0.613632 , -0.445062
0.685788 , 2.99645
1.43262 , 1.88125
1.7092 , 2.36413
0.651683 , 0.00986868
1.06814 , 1.00742
1.25127 , 1.51168
0.140822 , 1.77817
1.05218 , 0.417142
-0.173401 , 1.62957
1.08402 , 0.115998
-0.704355 , -0.498661
0.633951 , -0.520138
2.86149 , 2.10749
0.99118 , -0.94672
0.811143 , -0.0340252
0.515177 , 0.279803
1.73417 , 0.485202
2.81324 , 1.32755
0.0259162 , 1.96462
1.30389 , 0.99695
0.734102 , 1.59389
0.496455 , 1.26148
-0.985165 , 1.29736
1.60774 , 0.900511
-0.816912 , 1.97919
1.96936 , 0.843795
0.201088 , 0.199897
1.03728 , 2.39696
1.95507 , 2.53806
1.27711 , 1.43263
0.415491 , 2.51666
0.472192 , 2.32856
2.02919 , 1.87994
1.5173 , 1.90422
0.979575 , 0.877543
-0.417189 , -0.328101
0.451144 , 2.74752
1.62644 , 0.917455
1.1947 , 2.22295
2.04793 , 1.07705
1.30135 , 0.587394
1.33743 , 1.4641
0.127025 , 0.356996
1.55706 , 1.98278
1.48246 , 0.929278
2.4446 , 0.129556
1.39588 , 1.44304
1.72854 , 0.172657
1.67555 , -0.61302
2.37036 , 1.17152
2.3584 , 0.168515
-0.62412 , 2.35945
2.25364 , 1.8873
1.32947 , 1.15231
1.24526 , 1.4101
-0.0963362 , 0.858063
-0.101382 , 0.0418137
2.59239 , -1.11331
-0.215202 , 0.379781
1.21111 , 0.00684536
0.754441 , 1.99108
1.40836 , 0.283298
0.873015 , 0.80021
1.36839 , 0.41959
-0.569308 , 0.788847
1.8259 , 0.301908
0.268695 , 2.49875
1.24914 , 0.224271
1.17512 , 1.83395
0.724758 , -0.0392611
-0.500222 , 2.15794
0.894432 , 3.45268
1.15444 , 0.260968
2.2704 , 1.8443
0.589688 , 0.418993
1.0384 , 1.60905
0.216315 , 1.91461
1.56082 , 0.673937
0.721826 , 3.02586
1.09869 , 2.10212
-1.52018 , 0.873538
2.72177 , 2.60396
1.94967 , 0.0419257
1.55052 , -0.288602
1.29706 , 0.775646
-0.497151 , 1.85943
2.11133 , 1.1222
2.40628 , 0.413488
0.994109 , 0.486761
-0.212071 , 1.11702
2.39122 , 1.08929
2.26118 , 0.0803002
0.728358 , 0.0867794
2.11464 , 0.620557
-0.114357 , 0.768142
0.307748 , 2.7306
0.878009 , 0.61075
1.27247 , 0.829909
0.334266 , 0.217145
2.39772 , 1.66883
1.04508 , -0.626194
2.21857 , 2.32643
2.02805 , 1.72429
2.66446 , 1.65416
-0.409632 , 0.649946
1.73408 , 1.17399
1.29014 , 2.58655
2.36059 , 1.52048
1.36287 , 0.121538
2.94293 , 1.8652
0.744123 , 1.80494
1.74378 , 0.274042
0.674437 , 1.01379
2.18073 , 1.06942
2.60441 , 1.01311
-0.335977 , 1.16064
0.908292 , 1.11873
0.0321833 , 0.769927
0.902957 , 0.749872
1.04337 , 1.33612
1.36255 , 0.869568
2.44686 , 2.75794
0.812007 , -0.570398
0.679326 , 1.33312
0.935642 , 1.78514
1.70043 , -0.140278
0.771382 , 2.12978
2.32062 , 1.62103
1.32119 , 1.50575
1.2234 , 1.11605
0.421172 , 0.998622
1.838 , 0.490084
1.81887 , -0.61859
1.17215 , 2.5505
0.0953262 , 1.4161
1.72002 , 0.0629328
1.47304 , 0.510943
-0.174288 , 0.923065
